ID,length,recency,frequency,monetary,L_score,R_score,F_score,M_score,lrfm_score,lrfm_segmentasi
1907,640,53,21,1477,4,2,4,4,4244,At-Risk High Spenders
1911,663,6,28,1364,4,4,4,4,4444,Champions
1915,200,57,19,1507,2,2,4,4,2244,High-Potential Newcomers
1916,341,92,14,437,2,1,3,3,2133,High-Potential Newcomers
1920,336,59,6,102,2,2,1,2,2212,Explorers
1921,270,74,5,71,2,2,1,2,2212,Explorers
1927,99,41,13,690,1,3,3,3,1333,High-Potential Newcomers
1928,506,73,5,83,3,2,1,2,3212,Dormant Accounts
193,133,81,3,16,1,1,1,1,1111,Explorers
194,21,55,4,41,1,2,1,1,1211,Explorers
1940,353,26,3,18,2,3,1,1,2311,Explorers
1945,285,4,18,1400,2,4,3,4,2434,High-Potential Newcomers
195,673,21,10,246,4,4,2,2,4422,Rebounding Customers
1951,519,92,21,839,3,1,4,3,3143,At-Risk High Spenders
1958,101,85,19,660,1,1,4,3,1143,High-Potential Newcomers
1964,298,66,17,1603,2,2,3,4,2234,High-Potential Newcomers
1966,220,96,25,1672,2,1,4,4,2144,High-Potential Newcomers
1968,210,37,3,28,2,3,1,1,2311,Explorers
1970,658,14,6,103,4,4,1,2,4412,Rebounding Customers
1987,278,34,5,59,2,3,1,1,2311,Explorers
199,526,33,12,315,3,3,2,2,3322,Rebounding Customers
1990,602,74,16,1797,4,2,3,4,4234,At-Risk High Spenders
1991,163,0,6,96,1,4,1,2,1412,Explorers
1992,180,2,12,893,1,4,2,3,1423,High-Potential Newcomers
1993,554,63,14,972,4,2,3,3,4233,At-Risk High Spenders
1994,227,11,3,19,2,4,1,1,2411,Explorers
1998,143,82,6,84,1,1,1,2,1112,Explorers
20,302,91,7,183,2,1,2,2,2122,Explorers
2002,406,81,16,1870,3,1,3,4,3134,At-Risk High Spenders
2004,285,65,16,1168,2,2,3,4,2234,High-Potential Newcomers
2005,201,86,6,75,2,1,1,2,2112,Explorers
2008,140,93,18,1149,1,1,3,4,1134,High-Potential Newcomers
202,86,54,17,1234,1,2,3,4,1234,High-Potential Newcomers
2021,460,47,29,1388,3,3,4,4,3344,Champions
203,442,47,21,2089,3,3,4,4,3344,Champions
2036,384,29,14,401,3,3,3,3,3333,Champions
2055,42,37,4,49,1,3,1,1,1311,Explorers
2061,415,61,6,99,3,2,1,2,3212,Dormant Accounts
2066,669,56,6,114,4,2,1,2,4212,Dormant Accounts
2072,683,34,15,1064,4,3,3,4,4334,Champions
2075,228,56,15,1047,2,2,3,4,2234,High-Potential Newcomers
2079,185,0,21,1208,2,4,4,4,2444,High-Potential Newcomers
2088,269,98,23,1631,2,1,4,4,2144,High-Potential Newcomers
2098,538,38,3,17,4,3,1,1,4311,Rebounding Customers
2106,105,99,4,34,1,1,1,1,1111,Explorers
2109,433,60,27,1544,3,2,4,4,3244,At-Risk High Spenders
2114,583,23,25,1315,4,4,4,4,4444,Champions
2115,10,68,5,66,1,2,1,1,1211,Explorers
2118,293,68,17,622,2,2,3,3,2233,High-Potential Newcomers
2125,227,82,15,1102,2,1,3,4,2134,High-Potential Newcomers
213,33,98,6,48,1,1,1,1,1111,Explorers
2130,99,4,7,147,1,4,2,2,1422,Explorers
2131,547,37,19,1307,4,3,4,4,4344,Champions
2134,682,94,18,694,4,1,3,3,4133,At-Risk High Spenders
2139,271,19,5,31,2,4,1,1,2411,Explorers
2147,318,91,22,2279,2,1,4,4,2144,High-Potential Newcomers
2150,415,83,21,1482,3,1,4,4,3144,At-Risk High Spenders
2154,552,33,5,44,4,3,1,1,4311,Rebounding Customers
2156,604,38,6,41,4,3,1,1,4311,Rebounding Customers
2157,534,49,6,77,4,3,1,2,4312,Rebounding Customers
2162,285,19,16,561,2,4,3,3,2433,High-Potential Newcomers
2166,353,55,3,23,2,2,1,1,2211,Explorers
217,584,78,22,1540,4,1,4,4,4144,At-Risk High Spenders
2173,257,23,4,32,2,4,1,1,2411,Explorers
2174,114,38,4,27,1,3,1,1,1311,Explorers
2176,406,40,14,1690,3,3,3,4,3334,Champions
2181,372,45,13,1280,3,3,3,4,3334,Champions
2186,112,30,21,2257,1,3,4,4,1344,High-Potential Newcomers
22,574,99,12,309,4,1,2,2,4122,Dormant Accounts
2202,447,98,5,69,3,1,1,2,3112,Dormant Accounts
221,429,90,9,242,3,1,2,2,3122,Dormant Accounts
2217,458,46,3,23,3,3,1,1,3311,Rebounding Customers
2223,696,52,25,1826,4,2,4,4,4244,At-Risk High Spenders
2225,23,54,20,1617,1,2,4,4,1244,High-Potential Newcomers
2227,646,92,9,210,4,1,2,2,4122,Dormant Accounts
2230,37,84,7,43,1,1,2,1,1121,Explorers
2245,434,50,7,139,3,2,2,2,3222,Dormant Accounts
2246,302,91,7,183,2,1,2,2,2122,Explorers
2253,499,15,5,85,3,4,1,2,3412,Rebounding Customers
2254,358,95,20,1455,3,1,4,4,3144,At-Risk High Spenders
2256,93,33,4,21,1,3,1,1,1311,Explorers
2258,573,76,4,42,4,1,1,1,4111,Dormant Accounts
2261,372,5,3,16,3,4,1,1,3411,Rebounding Customers
2262,308,74,12,311,2,2,2,2,2222,Explorers
2276,424,71,22,868,3,2,4,3,3243,At-Risk High Spenders
2278,604,86,6,133,4,1,1,2,4112,Dormant Accounts
2281,288,34,3,28,2,3,1,1,2311,Explorers
2285,398,0,12,335,3,4,2,2,3422,Rebounding Customers
2286,293,27,6,114,2,3,1,2,2312,Explorers
2292,332,94,4,24,2,1,1,1,2111,Explorers
2295,148,57,21,825,1,2,4,3,1243,High-Potential Newcomers
2296,196,4,3,30,2,4,1,1,2411,Explorers
2304,287,86,21,770,2,1,4,3,2143,High-Potential Newcomers
2308,589,40,12,330,4,3,2,2,4322,Rebounding Customers
231,111,86,5,32,1,1,1,1,1111,Explorers
2315,71,55,5,96,1,2,1,2,1212,Explorers
232,348,8,16,530,2,4,3,3,2433,High-Potential Newcomers
2320,291,98,18,635,2,1,3,3,2133,High-Potential Newcomers
2324,246,12,29,1065,2,4,4,4,2444,High-Potential Newcomers
2326,499,15,5,85,3,4,1,2,3412,Rebounding Customers
2337,249,77,6,39,2,1,1,1,2111,Explorers
234,628,60,4,31,4,2,1,1,4211,Dormant Accounts
2345,248,54,16,1244,2,2,3,4,2234,High-Potential Newcomers
2350,465,87,13,1027,3,1,3,3,3133,At-Risk High Spenders
236,527,62,7,170,3,2,2,2,3222,Dormant Accounts
2371,443,22,6,81,3,4,1,2,3412,Rebounding Customers
2375,643,75,3,22,4,1,1,1,4111,Dormant Accounts
2379,646,31,12,1635,4,3,2,4,4324,Rebounding Customers
238,523,76,24,1082,3,1,4,4,3144,At-Risk High Spenders
2387,512,9,11,275,3,4,2,2,3422,Rebounding Customers
2392,336,59,6,102,2,2,1,2,2212,Explorers
24,135,96,7,47,1,1,2,1,1121,Explorers
2404,399,4,10,257,3,4,2,2,3422,Rebounding Customers
2406,329,63,16,519,2,2,3,3,2233,High-Potential Newcomers
2407,598,10,19,1555,4,4,4,4,4444,Champions
2408,587,20,20,733,4,4,4,3,4443,Champions
241,414,57,19,1574,3,2,4,4,3244,At-Risk High Spenders
2410,159,69,15,1097,1,2,3,4,1234,High-Potential Newcomers
2415,84,99,13,953,1,1,3,3,1133,High-Potential Newcomers
2416,119,83,19,1288,1,1,4,4,1144,High-Potential Newcomers
2426,654,35,28,895,4,3,4,3,4343,Champions
2428,422,23,6,78,3,4,1,2,3412,Rebounding Customers
2429,501,4,17,1338,3,4,3,4,3434,Champions
2431,546,70,5,67,4,2,1,1,4211,Dormant Accounts
2437,392,69,23,1611,3,2,4,4,3244,At-Risk High Spenders
2445,358,87,5,63,3,1,1,1,3111,Dormant Accounts
2447,621,71,5,69,4,2,1,2,4212,Dormant Accounts
2452,545,8,12,318,4,4,2,2,4422,Rebounding Customers
2453,668,83,20,819,4,1,4,3,4143,At-Risk High Spenders
2456,259,84,8,149,2,1,2,2,2122,Explorers
2457,612,23,4,45,4,4,1,1,4411,Rebounding Customers
246,30,71,12,312,1,2,2,2,1222,Explorers
2461,194,79,4,43,2,1,1,1,2111,Explorers
247,590,16,13,357,4,4,3,2,4432,Frequent Shoppers
2471,3,39,11,299,1,3,2,2,1322,Explorers
2478,303,48,5,38,2,3,1,1,2311,Explorers
2488,464,80,6,64,3,1,1,1,3111,Dormant Accounts
2493,332,34,16,608,2,3,3,3,2333,High-Potential Newcomers
2495,10,24,21,816,1,4,4,3,1443,High-Potential Newcomers
2499,420,38,17,563,3,3,3,3,3333,Champions
25,591,9,19,1115,4,4,4,4,4444,Champions
2516,387,84,5,78,3,1,1,2,3112,Dormant Accounts
2518,521,16,3,30,3,4,1,1,3411,Rebounding Customers
252,470,11,16,601,3,4,3,3,3433,Champions
2521,536,10,4,59,4,4,1,1,4411,Rebounding Customers
2525,654,65,16,534,4,2,3,3,4233,At-Risk High Spenders
2532,121,95,12,1651,1,1,2,4,1124,High-Potential Newcomers
2534,70,4,8,188,1,4,2,2,1422,Explorers
2535,681,24,19,844,4,4,4,3,4443,Champions
254,44,4,15,473,1,4,3,3,1433,High-Potential Newcomers
2541,386,7,5,48,3,4,1,1,3411,Rebounding Customers
2544,261,68,6,92,2,2,1,2,2212,Explorers
2546,8,7,5,70,1,4,1,2,1412,Explorers
2549,344,80,4,27,2,1,1,1,2111,Explorers
255,92,31,4,21,1,3,1,1,1311,Explorers
2552,251,11,15,446,2,4,3,3,2433,High-Potential Newcomers
2557,305,52,4,29,2,2,1,1,2211,Explorers
2561,596,45,19,1371,4,3,4,4,4344,Champions
2563,15,80,5,43,1,1,1,1,1111,Explorers
2564,177,87,8,165,1,1,2,2,1122,Explorers
2565,394,69,19,1334,3,2,4,4,3244,At-Risk High Spenders
2569,628,38,4,46,4,3,1,1,4311,Rebounding Customers
257,428,74,18,1215,3,2,3,4,3234,At-Risk High Spenders
2570,342,35,21,815,2,3,4,3,2343,High-Potential Newcomers
2574,515,27,18,1230,3,3,3,4,3334,Champions
2579,195,95,22,835,2,1,4,3,2143,High-Potential Newcomers
2587,46,21,5,20,1,4,1,1,1411,Explorers
2589,143,65,6,59,1,2,1,1,1211,Explorers
2591,8,49,13,932,1,3,3,3,1333,High-Potential Newcomers
2607,535,78,18,630,4,1,3,3,4133,At-Risk High Spenders
2611,698,66,18,1910,4,2,3,4,4234,At-Risk High Spenders
2612,188,33,24,1682,2,3,4,4,2344,High-Potential Newcomers
2613,88,16,10,237,1,4,2,2,1422,Explorers
2620,443,48,3,23,3,3,1,1,3311,Rebounding Customers
2625,225,30,12,350,2,3,2,2,2322,Explorers
263,33,9,7,145,1,4,2,2,1422,Explorers
2631,418,29,16,1149,3,3,3,4,3334,Champions
2632,377,10,13,500,3,4,3,3,3433,Champions
2634,73,10,6,69,1,4,1,2,1412,Explorers
2639,171,45,6,68,1,3,1,1,1311,Explorers
2656,494,63,4,59,3,2,1,1,3211,Dormant Accounts
2661,391,95,6,44,3,1,1,1,3111,Dormant Accounts
2666,144,21,22,907,1,4,4,3,1443,High-Potential Newcomers
2669,57,66,15,1127,1,2,3,4,1234,High-Potential Newcomers
2674,664,79,15,1143,4,1,3,4,4134,At-Risk High Spenders
2677,456,11,10,241,3,4,2,2,3422,Rebounding Customers
2678,502,62,8,209,3,2,2,2,3222,Dormant Accounts
2681,333,1,18,461,2,4,3,3,2433,High-Potential Newcomers
2683,513,56,22,910,3,2,4,3,3243,At-Risk High Spenders
2686,252,49,3,26,2,3,1,1,2311,Explorers
269,591,71,15,1143,4,2,3,4,4234,At-Risk High Spenders
2694,104,44,4,24,1,3,1,1,1311,Explorers
2698,235,52,14,415,2,2,3,3,2233,High-Potential Newcomers
271,271,30,10,258,2,3,2,2,2322,Explorers
2711,368,6,4,31,3,4,1,1,3411,Rebounding Customers
2712,187,85,19,715,2,1,4,3,2143,High-Potential Newcomers
2715,693,11,7,180,4,4,2,2,4422,Rebounding Customers
2724,92,33,3,19,1,3,1,1,1311,Explorers
2727,208,19,12,409,2,4,2,3,2423,High-Potential Newcomers
273,349,48,8,151,2,3,2,2,2322,Explorers
2730,314,64,17,1231,2,2,3,4,2234,High-Potential Newcomers
2736,544,88,21,849,4,1,4,3,4143,At-Risk High Spenders
274,189,75,5,34,2,1,1,1,2111,Explorers
2740,281,81,7,90,2,1,2,2,2122,Explorers
2747,668,90,19,2126,4,1,4,4,4144,At-Risk High Spenders
2781,7,55,16,1792,1,2,3,4,1234,High-Potential Newcomers
2782,354,23,14,404,2,4,3,3,2433,High-Potential Newcomers
2793,344,10,23,1034,2,4,4,3,2443,High-Potential Newcomers
2795,364,0,3,13,3,4,1,1,3411,Rebounding Customers
2797,314,34,25,1073,2,3,4,4,2344,High-Potential Newcomers
2798,605,54,26,1240,4,2,4,4,4244,At-Risk High Spenders
2802,562,61,17,961,4,2,3,3,4233,At-Risk High Spenders
2804,681,86,7,120,4,1,2,2,4122,Dormant Accounts
2807,499,24,24,1001,3,4,4,3,3443,Champions
2811,79,21,5,62,1,4,1,1,1411,Explorers
2814,368,6,4,31,3,4,1,1,3411,Rebounding Customers
2815,126,46,7,120,1,3,2,2,1322,Explorers
2826,245,28,5,37,2,3,1,1,2311,Explorers
2829,112,25,20,731,1,3,4,3,1343,High-Potential Newcomers
2831,3,99,24,1179,1,1,4,4,1144,High-Potential Newcomers
2836,287,61,3,19,2,2,1,1,2211,Explorers
2849,455,25,24,1180,3,3,4,4,3344,Champions
2853,111,74,10,275,1,2,2,2,1222,Explorers
286,213,48,8,152,2,3,2,2,2322,Explorers
2861,440,79,3,23,3,1,1,1,3111,Dormant Accounts
2863,311,67,15,1052,2,2,3,4,2234,High-Potential Newcomers
2868,448,33,5,57,3,3,1,1,3311,Rebounding Customers
2870,647,6,15,502,4,4,3,3,4433,Champions
2874,480,20,4,32,3,4,1,1,3411,Rebounding Customers
2875,118,93,23,906,1,1,4,3,1143,High-Potential Newcomers
2877,525,21,16,541,3,4,3,3,3433,Champions
2878,275,93,13,414,2,1,3,3,2133,High-Potential Newcomers
2882,637,31,14,995,4,3,3,3,4333,Champions
2886,322,70,28,1217,2,2,4,4,2244,High-Potential Newcomers
2891,255,51,21,928,2,2,4,3,2243,High-Potential Newcomers
2894,244,74,20,2013,2,2,4,4,2244,High-Potential Newcomers
2895,250,79,9,195,2,1,2,2,2122,Explorers
2902,665,87,4,45,4,1,1,1,4111,Dormant Accounts
2909,131,89,18,1264,1,1,3,4,1134,High-Potential Newcomers
291,376,13,12,981,3,4,2,3,3423,Rebounding Customers
2918,443,72,6,91,3,2,1,2,3212,Dormant Accounts
2920,576,63,14,990,4,2,3,3,4233,At-Risk High Spenders
2926,676,62,20,1374,4,2,4,4,4244,At-Risk High Spenders
2928,576,63,14,990,4,2,3,3,4233,At-Risk High Spenders
2929,495,27,7,137,3,3,2,2,3322,Rebounding Customers
2930,196,7,18,1281,2,4,3,4,2434,High-Potential Newcomers
2931,647,95,22,1192,4,1,4,4,4144,At-Risk High Spenders
2936,208,46,4,23,2,3,1,1,2311,Explorers
2937,306,47,22,871,2,3,4,3,2343,High-Potential Newcomers
2939,8,96,14,1631,1,1,3,4,1134,High-Potential Newcomers
2942,419,20,13,486,3,4,3,3,3433,Champions
2945,78,25,4,46,1,3,1,1,1311,Explorers
2948,121,76,9,185,1,1,2,2,1122,Explorers
295,346,77,21,1157,2,1,4,4,2144,High-Potential Newcomers
2952,75,80,6,76,1,1,1,2,1112,Explorers
2958,126,53,7,57,1,2,2,1,1221,Explorers
2961,489,86,13,382,3,1,3,2,3132,Fading Loyalist
2963,59,56,20,1440,1,2,4,4,1244,High-Potential Newcomers
2964,257,0,4,72,2,4,1,2,2412,Explorers
2968,514,53,22,902,3,2,4,3,3243,At-Risk High Spenders
2975,595,89,22,1956,4,1,4,4,4144,At-Risk High Spenders
2980,465,52,6,35,3,2,1,1,3211,Dormant Accounts
2986,110,89,3,20,1,1,1,1,1111,Explorers
2995,317,64,16,1084,2,2,3,4,2234,High-Potential Newcomers
3005,60,7,22,1650,1,4,4,4,1444,High-Potential Newcomers
3006,434,83,4,43,3,1,1,1,3111,Dormant Accounts
3007,634,49,4,40,4,3,1,1,4311,Rebounding Customers
3009,356,8,14,1766,2,4,3,4,2434,High-Potential Newcomers
3010,59,87,19,2069,1,1,4,4,1144,High-Potential Newcomers
3011,154,23,10,227,1,4,2,2,1422,Explorers
3025,357,4,12,306,3,4,2,2,3422,Rebounding Customers
3032,488,97,8,193,3,1,2,2,3122,Dormant Accounts
3033,415,56,10,318,3,2,2,2,3222,Dormant Accounts
3037,375,32,14,410,3,3,3,3,3333,Champions
304,189,67,6,76,2,2,1,2,2212,Explorers
3050,195,13,10,235,2,4,2,2,2422,Explorers
3056,259,63,26,1150,2,2,4,4,2244,High-Potential Newcomers
3066,146,2,10,231,1,4,2,2,1422,Explorers
3068,244,1,5,43,2,4,1,1,2411,Explorers
3074,623,66,17,1828,4,2,3,4,4234,At-Risk High Spenders
3075,292,47,14,382,2,3,3,2,2332,Explorers
3076,661,18,18,612,4,4,3,3,4433,Champions
3081,434,65,3,20,3,2,1,1,3211,Dormant Accounts
3083,339,88,13,373,2,1,3,2,2132,Explorers
309,622,48,16,1101,4,3,3,4,4334,Champions
3091,59,27,20,823,1,3,4,3,1343,High-Potential Newcomers
3099,490,48,11,310,3,3,2,2,3322,Rebounding Customers
310,199,81,17,573,2,1,3,3,2133,High-Potential Newcomers
3102,257,32,4,32,2,3,1,1,2311,Explorers
3104,651,89,20,2006,4,1,4,4,4144,At-Risk High Spenders
3107,59,31,12,350,1,3,2,2,1322,Explorers
3112,298,2,4,24,2,4,1,1,2411,Explorers
3117,255,95,12,450,2,1,2,3,2123,High-Potential Newcomers
3120,306,49,3,22,2,3,1,1,2311,Explorers
3129,39,30,5,45,1,3,1,1,1311,Explorers
313,245,98,21,2088,2,1,4,4,2144,High-Potential Newcomers
3130,391,95,6,44,3,1,1,1,3111,Dormant Accounts
3136,443,88,19,663,3,1,4,3,3143,At-Risk High Spenders
3138,618,84,22,1676,4,1,4,4,4144,At-Risk High Spenders
3139,182,53,18,2052,2,2,3,4,2234,High-Potential Newcomers
3152,125,84,6,89,1,1,1,2,1112,Explorers
3153,204,24,3,17,2,4,1,1,2411,Explorers
3158,543,1,4,39,4,4,1,1,4411,Rebounding Customers
3170,303,86,14,1042,2,1,3,3,2133,High-Potential Newcomers
3174,404,61,19,1957,3,2,4,4,3244,At-Risk High Spenders
3179,379,75,19,1572,3,1,4,4,3144,At-Risk High Spenders
3182,91,81,9,263,1,1,2,2,1122,Explorers
3194,86,86,18,1230,1,1,3,4,1134,High-Potential Newcomers
3197,196,38,18,670,2,3,3,3,2333,High-Potential Newcomers
3202,637,60,18,1250,4,2,3,4,4234,At-Risk High Spenders
322,534,93,5,41,4,1,1,1,4111,Dormant Accounts
3220,501,30,7,156,3,3,2,2,3322,Rebounding Customers
3225,455,71,10,265,3,2,2,2,3222,Dormant Accounts
3231,217,97,4,30,2,1,1,1,2111,Explorers
3233,464,89,26,1117,3,1,4,4,3144,At-Risk High Spenders
3254,259,65,13,960,2,2,3,3,2233,High-Potential Newcomers
326,497,38,12,315,3,3,2,2,3322,Rebounding Customers
3262,692,31,24,1655,4,3,4,4,4344,Champions
3265,468,36,4,46,3,3,1,1,3311,Rebounding Customers
3266,68,96,6,125,1,1,1,2,1112,Explorers
3267,5,27,17,608,1,3,3,3,1333,High-Potential Newcomers
3270,529,96,7,128,3,1,2,2,3122,Dormant Accounts
3276,248,53,6,78,2,2,1,2,2212,Explorers
3277,696,9,13,365,4,4,3,2,4432,Frequent Shoppers
3281,239,69,13,411,2,2,3,3,2233,High-Potential Newcomers
3283,162,57,20,909,1,2,4,3,1243,High-Potential Newcomers
3286,121,71,5,42,1,2,1,1,1211,Explorers
3298,599,92,24,1152,4,1,4,4,4144,At-Risk High Spenders
3308,178,54,6,94,1,2,1,2,1212,Explorers
3310,677,94,9,211,4,1,2,2,4122,Dormant Accounts
3312,49,12,7,89,1,4,2,2,1422,Explorers
332,465,56,11,275,3,2,2,2,3222,Dormant Accounts
3321,421,42,17,542,3,3,3,3,3333,Champions
3332,670,87,8,165,4,1,2,2,4122,Dormant Accounts
3334,138,35,21,2211,1,3,4,4,1344,High-Potential Newcomers
3336,221,96,11,948,2,1,2,3,2123,High-Potential Newcomers
3340,682,56,14,436,4,2,3,3,4233,At-Risk High Spenders
3363,105,99,4,34,1,1,1,1,1111,Explorers
3376,199,9,10,235,2,4,2,2,2422,Explorers
3381,22,51,6,90,1,2,1,2,1212,Explorers
3386,374,71,7,137,3,2,2,2,3222,Dormant Accounts
3388,243,16,12,294,2,4,2,2,2422,Explorers
3389,585,61,30,1533,4,2,4,4,4244,At-Risk High Spenders
339,584,82,16,496,4,1,3,3,4133,At-Risk High Spenders
340,562,1,17,497,4,4,3,3,4433,Champions
3403,644,11,19,2092,4,4,4,4,4444,Champions
3406,616,97,12,322,4,1,2,2,4122,Dormant Accounts
3409,258,68,12,339,2,2,2,2,2222,Explorers
3412,531,67,13,957,4,2,3,3,4233,At-Risk High Spenders
3421,435,64,21,908,3,2,4,3,3243,At-Risk High Spenders
3422,578,67,9,1376,4,2,2,4,4224,Fading Loyalist
3426,350,89,23,1596,2,1,4,4,2144,High-Potential Newcomers
3427,444,11,20,734,3,4,4,3,3443,Champions
3428,267,56,23,1598,2,2,4,4,2244,High-Potential Newcomers
3433,392,54,20,981,3,2,4,3,3243,At-Risk High Spenders
3434,49,60,18,1336,1,2,3,4,1234,High-Potential Newcomers
3436,155,24,4,20,1,4,1,1,1411,Explorers
3439,607,64,10,296,4,2,2,2,4222,Dormant Accounts
3445,529,56,21,957,3,2,4,3,3243,At-Risk High Spenders
3463,16,41,23,904,1,3,4,3,1343,High-Potential Newcomers
3469,662,94,6,103,4,1,1,2,4112,Dormant Accounts
347,660,30,13,377,4,3,3,2,4332,Frequent Shoppers
3478,371,17,20,736,3,4,4,3,3443,Champions
3479,346,49,5,50,2,3,1,1,2311,Explorers
3483,450,76,22,1526,3,1,4,4,3144,At-Risk High Spenders
3491,427,32,25,1260,3,3,4,4,3344,Champions
3498,582,6,21,877,4,4,4,3,4443,Champions
35,660,35,7,210,4,3,2,2,4322,Rebounding Customers
3503,210,78,14,974,2,1,3,3,2133,High-Potential Newcomers
3507,682,44,12,1575,4,3,2,4,4324,Rebounding Customers
3515,133,94,8,160,1,1,2,2,1122,Explorers
3517,420,32,7,161,3,3,2,2,3322,Rebounding Customers
3518,572,45,4,50,4,3,1,1,4311,Rebounding Customers
3520,460,94,14,1092,3,1,3,4,3134,At-Risk High Spenders
3523,523,83,17,1073,3,1,3,4,3134,At-Risk High Spenders
3524,330,9,8,167,2,4,2,2,2422,Explorers
3525,570,19,3,17,4,4,1,1,4411,Rebounding Customers
3526,154,58,4,38,1,2,1,1,1211,Explorers
3535,105,68,12,967,1,2,2,3,1223,High-Potential Newcomers
3536,463,65,5,55,3,2,1,1,3211,Dormant Accounts
3537,682,57,7,79,4,2,2,2,4222,Dormant Accounts
3547,547,12,5,64,4,4,1,1,4411,Rebounding Customers
3551,93,28,8,198,1,3,2,2,1322,Explorers
3559,51,77,6,57,1,1,1,1,1111,Explorers
3560,414,57,19,1574,3,2,4,4,3244,At-Risk High Spenders
3565,92,62,6,72,1,2,1,2,1212,Explorers
3570,252,64,10,244,2,2,2,2,2222,Explorers
3571,622,48,16,1101,4,3,3,4,4334,Champions
3578,253,29,10,236,2,3,2,2,2322,Explorers
3584,679,35,20,1396,4,3,4,4,4344,Champions
359,533,33,16,504,4,3,3,3,4333,Champions
3594,602,74,19,747,4,2,4,3,4243,At-Risk High Spenders
3595,122,29,26,1138,1,3,4,4,1344,High-Potential Newcomers
3598,403,53,18,606,3,2,3,3,3233,At-Risk High Spenders
3599,581,61,20,1464,4,2,4,4,4244,At-Risk High Spenders
3602,181,42,9,195,1,3,2,2,1322,Explorers
361,132,84,3,20,1,1,1,1,1111,Explorers
3619,645,19,16,1152,4,4,3,4,4434,Champions
3623,19,55,7,45,1,2,2,1,1221,Explorers
3628,517,93,5,80,3,1,1,2,3112,Dormant Accounts
3629,558,17,7,145,4,4,2,2,4422,Rebounding Customers
3635,54,69,17,578,1,2,3,3,1233,High-Potential Newcomers
3641,526,93,5,36,3,1,1,1,3111,Dormant Accounts
3643,102,65,13,928,1,2,3,3,1233,High-Potential Newcomers
3645,669,19,6,70,4,4,1,2,4412,Rebounding Customers
3657,501,1,8,165,3,4,2,2,3422,Rebounding Customers
3661,626,42,18,1435,4,3,3,4,4334,Champions
3665,235,46,6,54,2,3,1,1,2311,Explorers
3667,487,20,24,1757,3,4,4,4,3444,Champions
367,496,74,15,577,3,2,3,3,3233,At-Risk High Spenders
3673,351,59,23,779,2,2,4,3,2243,High-Potential Newcomers
3678,631,13,18,656,4,4,3,3,4433,Champions
368,578,61,11,290,4,2,2,2,4222,Dormant Accounts
3690,535,20,21,2091,4,4,4,4,4444,Champions
3696,154,67,5,52,1,2,1,1,1211,Explorers
3697,503,20,7,134,3,4,2,2,3422,Rebounding Customers
3698,690,13,18,2130,4,4,3,4,4434,Champions
3706,313,54,6,94,2,2,1,2,2212,Explorers
3710,626,41,5,81,4,3,1,2,4312,Rebounding Customers
3711,121,19,19,1902,1,4,4,4,1444,High-Potential Newcomers
3712,306,63,11,259,2,2,2,2,2222,Explorers
3717,68,70,16,704,1,2,3,3,1233,High-Potential Newcomers
3722,75,83,5,48,1,1,1,1,1111,Explorers
3725,417,1,15,1688,3,4,3,4,3434,Champions
3726,134,66,3,17,1,2,1,1,1211,Explorers
3732,511,72,21,860,3,2,4,3,3243,At-Risk High Spenders
3745,664,92,6,103,4,1,1,2,4112,Dormant Accounts
3749,485,54,23,1580,3,2,4,4,3244,At-Risk High Spenders
375,490,79,15,1156,3,1,3,4,3134,At-Risk High Spenders
3759,340,34,24,1155,2,3,4,4,2344,High-Potential Newcomers
3762,454,30,16,925,3,3,3,3,3333,Champions
3766,683,15,18,835,4,4,3,3,4433,Champions
3767,431,1,22,1008,3,4,4,3,3443,Champions
3769,120,17,4,42,1,4,1,1,1411,Explorers
378,547,68,19,794,4,2,4,3,4243,At-Risk High Spenders
3783,98,43,7,116,1,3,2,2,1322,Explorers
3790,158,31,3,15,1,3,1,1,1311,Explorers
3798,236,80,6,81,2,1,1,2,2112,Explorers
3799,216,4,20,868,2,4,4,3,2443,High-Potential Newcomers
380,658,17,24,1804,4,4,4,4,4444,Champions
3807,577,83,20,766,4,1,4,3,4143,At-Risk High Spenders
3828,498,61,26,1327,3,2,4,4,3244,At-Risk High Spenders
3829,202,94,4,29,2,1,1,1,2111,Explorers
3830,67,59,15,459,1,2,3,3,1233,High-Potential Newcomers
3834,470,35,21,861,3,3,4,3,3343,Champions
3839,423,76,7,88,3,1,2,2,3122,Dormant Accounts
3846,670,98,11,270,4,1,2,2,4122,Dormant Accounts
3850,570,52,4,43,4,2,1,1,4211,Dormant Accounts
3852,479,48,23,964,3,3,4,3,3343,Champions
3855,438,74,7,162,3,2,2,2,3222,Dormant Accounts
3856,633,78,22,1005,4,1,4,3,4143,At-Risk High Spenders
3859,303,36,25,1095,2,3,4,4,2344,High-Potential Newcomers
3865,426,14,6,73,3,4,1,2,3412,Rebounding Customers
3867,303,36,25,1095,2,3,4,4,2344,High-Potential Newcomers
387,594,59,5,61,4,2,1,1,4211,Dormant Accounts
3870,506,28,23,1006,3,3,4,3,3343,Champions
3878,123,3,4,48,1,4,1,1,1411,Explorers
3885,257,10,4,63,2,4,1,1,2411,Explorers
3887,596,2,5,106,4,4,1,2,4412,Rebounding Customers
3896,235,3,4,37,2,4,1,1,2411,Explorers
3900,93,54,20,769,1,2,4,3,1243,High-Potential Newcomers
3910,265,78,17,1862,2,1,3,4,2134,High-Potential Newcomers
